annotator	title	base_ID	left_ID	right_ID	Form	Content	Emotion	Style	Overall	triple_ID	Runde
Set5_AB	Fremd in der Fremde – 	l0010082	l00200112	l00110078	right	right	right	same	right	l00200112l0010082l00110078	Runde 2
Set5_AB	Magdalene 	l0080578	l00200179	l00180026	right	left	left	right	left	l00200179l0080578l00180026	Runde 2
Set5_AB	Im Kreise 	l00130444	l00200202	l0010273	left	same	same	left	same	l00200202l00130444l0010273	Runde 2
Set5_AB	Feldeinsamkeit 	l00160004	l0080361	l0030243	left	same	left	left	left	l0080361l00160004l0030243	Runde 2
Set5_AB	Ahnung 	l0030052	l00140198	l00160119	same	same	right	same	same	l00140198l0030052l00160119	Runde 2
Set5_AB	Warnung 	l00130162	l00200245	l00200254	same	same	same	same	same	l00200245l00130162l00200254	Runde 2
Set5_AB	Am Meer 	l0060056	l00130164	l00130257	right	right	right	right	right	l00130164l0060056l00130257	Runde 2
Set5_AB	Die Betrogene 	l00200179	l0080578	l00130268	same	left	left	same	left	l0080578l00200179l00130268	Runde 2
Set5_AB	Gleichgültigkeit 	l00130210	l00140150	l00110078	same	same	same	same	same	l00140150l00130210l00110078	Runde 2
Set5_AB	3. Meine Augen 	l0020178	l00180018	l0030167	left	left	left	left	left	l00180018l0020178l0030167	Runde 2
Set5_AB	Lady Rosa 	l0030184	l00160212	l0030325	same	same	same	same	same	l00160212l0030184l0030325	Runde 2
Set4_MK	Das Päckchen Gedichte 	l00170161	l0010154	l00130457	same	left	left	left	left	l0010154l00170161l00130457	Runde 2
Set4_MK	Die Kunst – 	l00130138	l00180069	l0040554	left	same	left	left	left	l00180069l00130138l0040554	Runde 2
Set4_MK	Gleichgültigkeit 	l00130210	l00140024	l00140150	same	right	right	same	same	l00140024l00130210l00140150	Runde 2
Set4_MK	Fremd in der Fremde – 	l0010082	l00130354	l0030174	left	same	same	left	left	l00130354l0010082l0030174	Runde 2
Set4_MK	Nachtlied 	l00200135	l0080305	l00200223	left	same	same	same	same	l0080305l00200135l00200223	Runde 2
Set4_MK	Geschieden 	l0010172	l00200026	l00130042	left	right	right	same	right	l00200026l0010172l00130042	Runde 2
Set4_MK	Zarathustras Lied 	l0030323	l00200176	l00140156	same	same	same	same	same	l00200176l0030323l00140156	Runde 2
Set4_MK	Trost der Nacht 	l00200088	l00130102	l0080046	same	left	left	left	left	l00130102l00200088l0080046	Runde 2
Set4_MK	Lied 	l00200278	l00100009	l0080132	right	right	right	right	right	l00100009l00200278l0080132	Runde 2
Set4_MK	Guter Rat 	l00130384	l0030323	l00160192	left	same	right	same	same	l0030323l00130384l00160192	Runde 2
Set4_MK	Du und ich 	l0040524	l0080448	l00110081	same	same	same	same	same	l0080448l0040524l00110081	Runde 2
Set4_MK	An die Mädchen 	l00130354	l0050031	l00160112	right	left	same	right	same	l0050031l00130354l00160112	Runde 2
Set4_MK	„Süß sind mir die Schollen des Tales.“ 	l0040336	l0010238	l00170058	left	right	right	same	right	l0010238l0040336l00170058	Runde 2
Set4_MK	Gleichgültigkeit 	l00130210	l00200254	l00140150	left	same	left	same	left	l00200254l00130210l00140150	Runde 2
Set4_MK	Wie ist das Leben bitter arm 	l0010218	l00130378	l0080311	right	right	right	right	right	l00130378l0010218l0080311	Runde 2
Set4_MK	Banger Abend 	l00170019	l0060062	l0080412	same	same	same	same	same	l0060062l00170019l0080412	Runde 2
Set4_MK	Die List der Trinker 	l0020029	l00160240	l0070146	left	same	right	same	same	l00160240l0020029l0070146	Runde 2
Set4_MK	Der Seligen Furcht 	l0010076	l0050031	l0010186	same	same	same	same	same	l0050031l0010076l0010186	Runde 2
Set4_MK	Lady Rosa 	l0030184	l00160212	l00130384	same	same	left	same	same	l00160212l0030184l00130384	Runde 2
Set4_MK	Dein Bild – 	l0030433	l0010238	l0020039	left	left	left	same	left	l0010238l0030433l0020039	Runde 2
Set4_MK	Gleichgültigkeit 	l00130210	l0090086	l00140150	same	right	right	right	right	l0090086l00130210l00140150	Runde 2
Set4_MK	An die Freunde 	l0020147	l00160172	l0030065	right	left	same	left	left	l00160172l0020147l0030065	Runde 2
Set4_MK	Deutsche Art 	l00130383	l00130059	l00200186	right	left	left	left	left	l00130059l00130383l00200186	Runde 2
Set4_MK	Morgenduft 	l0090086	l0080554	l0060046	same	same	right	right	right	l0080554l0090086l0060046	Runde 2
Set4_MK	Weltlauf 	l00160211	l00130451	l00190039	left	same	left	same	left	l00130451l00160211l00190039	Runde 2
Set4_MK	Porträt des Marquis de... 	l0040554	l00130138	l0080055	right	same	same	same	same	l00130138l0040554l0080055	Runde 2
Set4_MK	Deine Hände 	l0040304	l0080227	l00130361	right	same	right	right	right	l0080227l0040304l00130361	Runde 2
Set4_MK	Lied in der Nacht 	l0040053	l0060082	l00130449	same	left	same	same	same	l0060082l0040053l00130449	Runde 2
Set4_MK	Die frühe Stunde 	l0030183	l00140124	l00130451	right	right	same	left	right	l00140124l0030183l00130451	Runde 2
Set4_MK	Der Tod und das Mädchen 	l00100088	l0080026	l0050040	left	same	same	same	same	l0080026l00100088l0050040	Runde 2
Set3_SW	Ganz im Geheimen 	l0010125	l0010079	l00200301	left	same	same	right	same	l0010079l0010125l00200301	Runde 2
Set3_SW	Auf Gegenseitigkeit 	l00160192	l0080553	l00160300	left	right	right	right	same	l0080553l00160192l00160300	Runde 2
Set3_SW	Habenichts 	l0010038	l0030373	l00140105	right	same	right	same	right	l0030373l0010038l00140105	Runde 2
Set3_SW	Der Trompeter 	l0010208	l00200340	l00160262	left	right	right	right	right	l00200340l0010208l00160262	Runde 2
Set3_SW	Kleine Marie 	l0010239	l00170058	l0080356	left	same	left	left	left	l00170058l0010239l0080356	Runde 2
Set3_SW	Am Bahndamm 	l0060057	l00160004	l00140103	left	same	left	left	left	l00160004l0060057l00140103	Runde 2
Set3_SW	Die stille Stadt 	l00170058	l00190039	l00200135	right	same	same	same	same	l00190039l00170058l00200135	Runde 2
Set3_SW	Das schwarze Lachen 	l00190023	l0080311	l00170195	left	left	left	same	left	l0080311l00190023l00170195	Runde 2
Set3_SW	Gleichgültigkeit 	l00130210	l00140150	l0010202	right	left	left	right	left	l00140150l00130210l0010202	Runde 2
Set3_SW	Ich hörte den Wind... 	l0030305	l00160112	l00170003	right	left	same	right	right	l00160112l0030305l00170003	Runde 2
Set3_SW	Die Kunst – 	l00130138	l0040554	l0030066	left	same	same	right	same	l0040554l00130138l0030066	Runde 2
Set3_SW	Ave Maria 	l0080493	l0030433	l0080165	right	same	left	right	right	l0030433l0080493l0080165	Runde 2
Set3_SW	Verirrt 	l0030420	l0060056	l00170194	left	left	left	left	left	l0060056l0030420l00170194	Runde 2
Set3_SW	Sils-Maria 	l0030325	l0030227	l0010173	left	left	same	left	left	l0030227l0030325l0010173	Runde 2
Set3_SW	Letzte Fahrt 	l0030218	l00180047	l00130204	right	right	right	left	right	l00180047l0030218l00130204	Runde 2
Set3_SW	Ich schlief so sanft die ganze Nacht 	l00140078	l0010261	l00160211	left	same	same	left	left	l0010261l00140078l00160211	Runde 2
Set3_SW	Im Mai 	l00200176	l0020034	l0080235	left	left	left	left	left	l0020034l00200176l0080235	Runde 2
Set3_SW	Gottesgabe 	l0080132	l0030167	l0080493	right	left	same	left	left	l0030167l0080132l0080493	Runde 2
Set3_SW	Leben 	l00180166	l00160262	l0060019	right	right	right	right	right	l00160262l00180166l0060019	Runde 2
Set3_SW	Meine Seele 	l00140066	l00200242	l00130122	left	left	same	left	left	l00200242l00140066l00130122	Runde 2
Set3_SW	Einst 	l00180035	l0030184	l00180166	left	right	same	left	same	l0030184l00180035l00180166	Runde 2
Set3_SW	Die Kunst – 	l00130138	l0040554	l0030431	left	same	right	left	same	l0040554l00130138l0030431	Runde 2
Set3_SW	Enttäuschung 	l00160262	l0020047	l0030112	right	right	right	right	right	l0020047l00160262l0030112	Runde 2
Set3_SW	Wenn das weiße Mondenlicht... 	l00140083	l00170194	l00160042	right	same	same	right	right	l00170194l00140083l00160042	Runde 2
Set3_SW	Porträt des Marquis de... 	l0040554	l00200026	l00130383	left	same	same	left	left	l00200026l0040554l00130383	Runde 2
Set3_SW	Abbild 	l00180079	l00140119	l00130204	left	left	same	same	left	l00140119l00180079l00130204	Runde 2
Set3_SW	Vorsicht 	l00130111	l00160042	l0010186	left	right	same	left	left	l00160042l00130111l0010186	Runde 2
Set3_SW	Du warst es doch 	l0080549	l0010012	l0030174	left	left	left	left	left	l0010012l0080549l0030174	Runde 2
Set3_SW	April 	l00130102	l00200088	l00200135	left	same	right	left	left	l00200088l00130102l00200135	Runde 2
Set3_SW	Das schlafende Kind 	l0080026	l00130122	l00180079	left	right	right	same	right	l00130122l0080026l00180079	Runde 2
Set2_MK	Ans Ziel – 	l00160041	l0010193	l00160172	same	right	right	same	right	l0010193l00160041l00160172	Runde 2
Set2_MK	Der Abend 	l00130407	l0080497	l0030227	same	right	right	same	right	l0080497l00130407l0030227	Runde 2
Set2_MK	Nur nimm sie wieder aus der Städte Schuld 	l00180136	l00200253	l0050040	left	same	left	left	left	l00200253l00180136l0050040	Runde 2
Set2_MK	Das schlafende Kind 	l0080026	l0060056	l00180026	left	right	right	same	right	l0060056l0080026l00180026	Runde 2
Set2_MK	Ein Gebet 	l0080616	l0010012	l0080361	same	same	same	same	same	l0010012l0080616l0080361	Runde 2
Set2_MK	Zur Warnung 	l00130122	l0040509	l0030243	right	right	same	same	right	l0040509l00130122l0030243	Runde 2
Set2_MK	Ein Gebet 	l0080616	l0040524	l00180047	right	right	same	same	right	l0040524l0080616l00180047	Runde 2
Set2_MK	„Süß sind mir die Schollen des Tales.“ 	l0040336	l00130210	l00200340	same	same	same	same	same	l00130210l0040336l00200340	Runde 2
Set2_MK	Ich will mich in dein Herz gewöhnen 	l0080412	l00200179	l00130138	right	left	left	left	left	l00200179l0080412l00130138	Runde 2
Set2_MK	Mein Herz und deine Stimme 	l00200064	l0080549	l00200039	right	same	same	right	same	l0080549l00200064l00200039	Runde 2
Set2_MK	Trost im Leiden 	l0020093	l0010132	l0090065	same	right	same	left	right	l0010132l0020093l0090065	Runde 2
Set2_MK	Pflicht 	l00140029	l0060082	l0040554	left	same	same	left	left	l0060082l00140029l0040554	Runde 2
Set2_MK	Resignatio 	l00140105	l0010038	l0060057	same	right	same	right	right	l0010038l00140105l0060057	Runde 2
Set2_MK	Magdalene 	l0080578	l00200179	l0070146	right	left	left	right	left	l00200179l0080578l0070146	Runde 2
Set2_MK	Graue Tage 	l00140150	l00130210	l0080587	same	same	left	same	same	l00130210l00140150l0080587	Runde 2
Set2_MK	Vorsicht 	l00130111	l00130354	l00200301	same	left	same	same	same	l00130354l00130111l00200301	Runde 2
Set2_MK	Sei fest 	l00140141	l00140045	l00170195	left	same	same	same	same	l00140045l00140141l00170195	Runde 2
Set2_MK	Wanderlied 	l0010016	l00200223	l00200340	left	same	left	same	left	l00200223l0010016l00200340	Runde 2
Set2_MK	Schweigen 	l00160113	l0080497	l0060019	left	right	right	right	right	l0080497l00160113l0060019	Runde 2
Set2_MK	Erste und letzte Liebe 	l0080055	l0010154	l0090086	same	left	left	left	left	l0010154l0080055l0090086	Runde 2
Set2_MK	Erste und letzte Liebe 	l0080055	l0080462	l00160041	right	left	left	right	left	l0080462l0080055l00160041	Runde 2
Set2_MK	Es rauschen den eingeborenen Ton 	l0080344	l00170003	l00100009	right	right	right	same	right	l00170003l0080344l00100009	Runde 2
Set2_MK	Gottesgabe 	l0080132	l0040505	l00130457	right	right	same	right	right	l0040505l0080132l00130457	Runde 2
Set2_MK	Das war der Tag der weißen Chrysanthemen – 	l0040509	l00130138	l00130070	right	same	same	same	same	l00130138l0040509l00130070	Runde 2
Set2_MK	Frisch vom Storch 	l0010018	l0030323	l0050016	same	same	left	same	same	l0030323l0010018l0050016	Runde 2
Set2_MK	Trost und Hoffnung 	l00200002	l0080493	l00180143	left	same	left	same	left	l0080493l00200002l00180143	Runde 2
Set2_MK	Guter Rat 	l00130384	l00140198	l0030174	left	left	same	left	left	l00140198l00130384l0030174	Runde 2
Set2_MK	Banger Abend 	l00170019	l00170161	l00140156	same	right	right	right	right	l00170161l00170019l00140156	Runde 2
Set2_MK	Sorgen 	l0010170	l0010217	l00200135	left	same	right	same	same	l0010217l0010170l00200135	Runde 2
Set2_MK	Magdalene 	l0080578	l00100008	l00200179	same	right	right	same	right	l00100008l0080578l00200179	Runde 2
Set1_MK	Trost der Nacht 	l00200088	l00170003	l0080361	right	same	right	same	right	l00170003l00200088l0080361	Runde 2
Set1_MK	Spruch 	l0060062	l00160113	l00130070	same	right	same	right	right	l00160113l0060062l00130070	Runde 2
Set1_MK	So regnet es sich langsam ein.. 	l0030115	l00170125	l00100088	same	left	left	left	left	l00170125l0030115l00100088	Runde 2
Set1_MK	Am Morgen 	l0080333	l0010300	l0020167	right	same	same	left	same	l0010300l0080333l0020167	Runde 2
Set1_MK	Abend im Tal 	l0040217	l0030031	l0090083	same	right	right	left	same	l0030031l0040217l0090083	Runde 2
Set1_MK	So lange wir vertrauen 	l00130359	l00130398	l0080305	same	right	right	same	right	l00130398l00130359l0080305	Runde 2
Set1_MK	Das schlafende Kind 	l0080026	l00160152	l0080077	right	same	right	right	right	l00160152l0080026l0080077	Runde 2
Set1_MK	Alte Heimath 	l00200021	l0010132	l0040216	left	right	right	same	right	l0010132l00200021l0040216	Runde 2
Set1_MK	In der Kirschenblüt' 	l0010056	l00170225	l0010184	same	right	right	same	right	l00170225l0010056l0010184	Runde 2
Set1_MK	Der Trompeter 	l0010208	l0040336	l0080165	right	right	right	same	right	l0040336l0010208l0080165	Runde 2
Set1_MK	Die Nachtigall – 	l00160283	l00190023	l0080251	right	right	right	right	right	l00190023l00160283l0080251	Runde 2
Set1_MK	Du kennst mich nicht 	l00200202	l0080377	l0080208	same	same	same	same	same	l0080377l00200202l0080208	Runde 2
Set1_MK	Märztag 	l00180017	l00190039	l0080377	same	left	right	left	left	l00190039l00180017l0080377	Runde 2
Set1_MK	Erhellte Ferne 	l0040216	l00130407	l00140029	right	left	same	right	same	l00130407l0040216l00140029	Runde 2
Set1_MK	Das ist so Brauch 	l0080369	l0060068	l00180012	same	same	same	same	same	l0060068l0080369l00180012	Runde 2
Set1_MK	Lied 	l00200278	l0080132	l0020167	same	same	left	same	same	l0080132l00200278l0020167	Runde 2
Set1_MK	Der Seligen Furcht 	l0010076	l00180047	l00160117	same	right	left	right	right	l00180047l0010076l00160117	Runde 2
Set1_MK	Ich bat sie um die Rose 	l0080165	l0030066	l00160262	right	right	right	same	right	l0030066l0080165l00160262	Runde 2
Set1_MK	Beschluß – 	l0060082	l0030305	l0040053	same	right	right	right	right	l0030305l0060082l0040053	Runde 2
Set1_MK	Hans Schreier junior 	l00100111	l00130162	l00130138	same	right	right	same	right	l00130162l00100111l00130138	Runde 2
Set1_MK	Gottesgabe 	l0080132	l0020147	l00130383	same	left	left	same	left	l0020147l0080132l00130383	Runde 2
Set1_MK	Begegnen 	l0080361	l0040336	l0010239	left	same	same	left	left	l0040336l0080361l0010239	Runde 2
Set1_MK	Leuchtende Tage 	l0010300	l0080497	l0080333	left	same	right	right	right	l0080497l0010300l0080333	Runde 2
Set1_MK	Die alte Jungfer – 	l0010154	l00180168	l00200278	left	right	right	same	right	l00180168l0010154l00200278	Runde 2
Set1_MK	Demuth 	l00160119	l0090084	l0030052	right	same	same	right	right	l0090084l00160119l0030052	Runde 2
Set1_MK	An die Lerche 	l00130257	l00130182	l0080543	left	left	left	same	left	l00130182l00130257l0080543	Runde 2
Set1_MK	Spruch 	l0060062	l00180026	l00200112	same	same	same	same	same	l00180026l0060062l00200112	Runde 2
Set1_MK	Im Entschlafen 	l00170125	l0080046	l00140105	left	same	right	right	right	l0080046l00170125l00140105	Runde 2
Set1_MK	Mit Unterschied 	l00160300	l0080208	l00170194	same	right	right	same	right	l0080208l00160300l00170194	Runde 2
Set1_MK	Warte noch 	l0010193	l0050064	l0030243	same	same	left	same	same	l0050064l0010193l0030243	Runde 2
Set2_AH	Ans Ziel – 	l00160041	l0010193	l00160172	left	left	same	same	left	l0010193l00160041l00160172	Runde 2
Set2_AH	Der Abend 	l00130407	l0080497	l0030227	same	same	right	left	same	l0080497l00130407l0030227	Runde 2
Set2_AH	Nur nimm sie wieder aus der Städte Schuld 	l00180136	l00200253	l0050040	left	left	left	left	left	l00200253l00180136l0050040	Runde 2
Set2_AH	Das schlafende Kind 	l0080026	l0060056	l00180026	left	right	right	right	right	l0060056l0080026l00180026	Runde 2
Set2_AH	Ein Gebet 	l0080616	l0010012	l0080361	right	left	left	left	left	l0010012l0080616l0080361	Runde 2
Set2_AH	Zur Warnung 	l00130122	l0040509	l0030243	right	same	same	right	right	l0040509l00130122l0030243	Runde 2
Set2_AH	Ein Gebet 	l0080616	l0040524	l00180047	right	right	same	same	same	l0040524l0080616l00180047	Runde 2
Set2_AH	„Süß sind mir die Schollen des Tales.“ 	l0040336	l00130210	l00200340	same	same	left	left	same	l00130210l0040336l00200340	Runde 2
Set2_AH	Ich will mich in dein Herz gewöhnen 	l0080412	l00200179	l00130138	right	left	left	right	same	l00200179l0080412l00130138	Runde 2
Set2_AH	Mein Herz und deine Stimme 	l00200064	l0080549	l00200039	same	left	same	left	same	l0080549l00200064l00200039	Runde 2
Set2_AH	Trost im Leiden 	l0020093	l0010132	l0090065	right	right	left	left	same	l0010132l0020093l0090065	Runde 2
Set2_AH	Pflicht 	l00140029	l0060082	l0040554	left	same	left	left	left	l0060082l00140029l0040554	Runde 2
Set2_AH	Resignatio 	l00140105	l0010038	l0060057	same	right	same	right	right	l0010038l00140105l0060057	Runde 2
Set2_AH	Magdalene 	l0080578	l00200179	l0070146	right	same	right	right	right	l00200179l0080578l0070146	Runde 2
Set2_AH	Graue Tage 	l00140150	l00130210	l0080587	same	same	same	left	same	l00130210l00140150l0080587	Runde 2
Set2_AH	Vorsicht 	l00130111	l00130354	l00200301	same	left	same	same	same	l00130354l00130111l00200301	Runde 2
Set2_AH	Sei fest 	l00140141	l00140045	l00170195	left	right	same	same	same	l00140045l00140141l00170195	Runde 2
Set2_AH	Wanderlied 	l0010016	l00200223	l00200340	left	same	left	same	same	l00200223l0010016l00200340	Runde 2
Set2_AH	Schweigen 	l00160113	l0080497	l0060019	same	right	right	right	right	l0080497l00160113l0060019	Runde 2
Set2_AH	Erste und letzte Liebe 	l0080055	l0010154	l0090086	left	left	left	left	left	l0010154l0080055l0090086	Runde 2
Set2_AH	Erste und letzte Liebe 	l0080055	l0080462	l00160041	right	left	same	right	right	l0080462l0080055l00160041	Runde 2
Set2_AH	Es rauschen den eingeborenen Ton 	l0080344	l00170003	l00100009	right	left	right	same	left	l00170003l0080344l00100009	Runde 2
Set2_AH	Gottesgabe 	l0080132	l0040505	l00130457	right	same	same	right	right	l0040505l0080132l00130457	Runde 2
Set2_AH	Das war der Tag der weißen Chrysanthemen – 	l0040509	l00130138	l00130070	right	same	same	same	same	l00130138l0040509l00130070	Runde 2
Set2_AH	Frisch vom Storch 	l0010018	l0030323	l0050016	right	same	left	left	left	l0030323l0010018l0050016	Runde 2
Set2_AH	Trost und Hoffnung 	l00200002	l0080493	l00180143	same	left	left	same	left	l0080493l00200002l00180143	Runde 2
Set2_AH	Guter Rat 	l00130384	l00140198	l0030174	left	left	same	left	left	l00140198l00130384l0030174	Runde 2
Set2_AH	Banger Abend 	l00170019	l00170161	l00140156	right	right	right	right	right	l00170161l00170019l00140156	Runde 2
Set2_AH	Sorgen 	l0010170	l0010217	l00200135	left	same	right	same	right	l0010217l0010170l00200135	Runde 2
Set2_AH	Magdalene 	l0080578	l00100008	l00200179	same	right	right	same	right	l00100008l0080578l00200179	Runde 2
Set3_DK	Ganz im Geheimen 	l0010125	l0010079	l00200301	same	right	right	left	right	l0010079l0010125l00200301	Runde 2
Set3_DK	Auf Gegenseitigkeit 	l00160192	l0080553	l00160300	left	same	same	same	same	l0080553l00160192l00160300	Runde 2
Set3_DK	Habenichts 	l0010038	l0030373	l00140105	left	left	left	left	left	l0030373l0010038l00140105	Runde 2
Set3_DK	Der Trompeter 	l0010208	l00200340	l00160262	same	left	left	same	left	l00200340l0010208l00160262	Runde 2
Set3_DK	Kleine Marie 	l0010239	l00170058	l0080356	right	left	left	same	left	l00170058l0010239l0080356	Runde 2
Set3_DK	Am Bahndamm 	l0060057	l00160004	l00140103	left	same	left	left	left	l00160004l0060057l00140103	Runde 2
Set3_DK	Die stille Stadt 	l00170058	l00190039	l00200135	right	right	right	right	right	l00190039l00170058l00200135	Runde 2
Set3_DK	Das schwarze Lachen 	l00190023	l0080311	l00170195	left	same	left	same	left	l0080311l00190023l00170195	Runde 2
Set3_DK	Gleichgültigkeit 	l00130210	l00140150	l0010202	same	same	left	right	same	l00140150l00130210l0010202	Runde 2
Set3_DK	Ich hörte den Wind... 	l0030305	l00160112	l00170003	same	same	left	left	left	l00160112l0030305l00170003	Runde 2
Set3_DK	Die Kunst – 	l00130138	l0040554	l0030066	same	same	right	right	right	l0040554l00130138l0030066	Runde 2
Set3_DK	Ave Maria 	l0080493	l0030433	l0080165	right	left	left	same	left	l0030433l0080493l0080165	Runde 2
Set3_DK	Verirrt 	l0030420	l0060056	l00170194	right	left	left	left	left	l0060056l0030420l00170194	Runde 2
Set3_DK	Sils-Maria 	l0030325	l0030227	l0010173	left	same	left	left	left	l0030227l0030325l0010173	Runde 2
Set3_DK	Letzte Fahrt 	l0030218	l00180047	l00130204	same	right	same	right	right	l00180047l0030218l00130204	Runde 2
Set3_DK	Ich schlief so sanft die ganze Nacht 	l00140078	l0010261	l00160211	left	left	left	left	left	l0010261l00140078l00160211	Runde 2
Set3_DK	Im Mai 	l00200176	l0020034	l0080235	left	left	left	left	left	l0020034l00200176l0080235	Runde 2
Set3_DK	Gottesgabe 	l0080132	l0030167	l0080493	right	same	same	right	same	l0030167l0080132l0080493	Runde 2
Set3_DK	Leben 	l00180166	l00160262	l0060019	right	right	right	right	right	l00160262l00180166l0060019	Runde 2
Set3_DK	Meine Seele 	l00140066	l00200242	l00130122	left	left	left	left	left	l00200242l00140066l00130122	Runde 2
Set3_DK	Einst 	l00180035	l0030184	l00180166	same	same	same	right	same	l0030184l00180035l00180166	Runde 2
Set3_DK	Die Kunst – 	l00130138	l0040554	l0030431	same	right	right	right	right	l0040554l00130138l0030431	Runde 2
Set3_DK	Enttäuschung 	l00160262	l0020047	l0030112	same	right	right	same	right	l0020047l00160262l0030112	Runde 2
Set3_DK	Wenn das weiße Mondenlicht... 	l00140083	l00170194	l00160042	right	same	same	right	right	l00170194l00140083l00160042	Runde 2
Set3_DK	Porträt des Marquis de... 	l0040554	l00200026	l00130383	left	same	same	same	same	l00200026l0040554l00130383	Runde 2
Set3_DK	Abbild 	l00180079	l00140119	l00130204	left	left	same	same	left	l00140119l00180079l00130204	Runde 2
Set3_DK	Vorsicht 	l00130111	l00160042	l0010186	same	right	same	same	right	l00160042l00130111l0010186	Runde 2
Set3_DK	Du warst es doch 	l0080549	l0010012	l0030174	left	right	right	left	right	l0010012l0080549l0030174	Runde 2
Set3_DK	April 	l00130102	l00200088	l00200135	left	right	right	same	right	l00200088l00130102l00200135	Runde 2
Set3_DK	Das schlafende Kind 	l0080026	l00130122	l00180079	same	same	right	right	right	l00130122l0080026l00180079	Runde 2
Set4_SP	Das Päckchen Gedichte 	l00170161	l0010154	l00130457	same	left	left	same	left	l0010154l00170161l00130457	Runde 2
Set4_SP	Die Kunst – 	l00130138	l00180069	l0040554	left	same	left	left	left	l00180069l00130138l0040554	Runde 2
Set4_SP	Gleichgültigkeit 	l00130210	l00140024	l00140150	same	same	same	right	same	l00140024l00130210l00140150	Runde 2
Set4_SP	Fremd in der Fremde – 	l0010082	l00130354	l0030174	left	same	left	left	left	l00130354l0010082l0030174	Runde 2
Set4_SP	Nachtlied 	l00200135	l0080305	l00200223	same	right	right	same	right	l0080305l00200135l00200223	Runde 2
Set4_SP	Geschieden 	l0010172	l00200026	l00130042	left	right	right	left	same	l00200026l0010172l00130042	Runde 2
Set4_SP	Zarathustras Lied 	l0030323	l00200176	l00140156	same	same	same	same	same	l00200176l0030323l00140156	Runde 2
Set4_SP	Trost der Nacht 	l00200088	l00130102	l0080046	left	left	same	left	left	l00130102l00200088l0080046	Runde 2
Set4_SP	Lied 	l00200278	l00100009	l0080132	same	right	right	same	right	l00100009l00200278l0080132	Runde 2
Set4_SP	Guter Rat 	l00130384	l0030323	l00160192	right	right	right	right	right	l0030323l00130384l00160192	Runde 2
Set4_SP	Du und ich 	l0040524	l0080448	l00110081	same	left	left	same	left	l0080448l0040524l00110081	Runde 2
Set4_SP	An die Mädchen 	l00130354	l0050031	l00160112	right	right	right	right	right	l0050031l00130354l00160112	Runde 2
Set4_SP	„Süß sind mir die Schollen des Tales.“ 	l0040336	l0010238	l00170058	left	right	right	same	right	l0010238l0040336l00170058	Runde 2
Set4_SP	Gleichgültigkeit 	l00130210	l00200254	l00140150	left	same	same	same	same	l00200254l00130210l00140150	Runde 2
Set4_SP	Wie ist das Leben bitter arm 	l0010218	l00130378	l0080311	right	right	right	right	right	l00130378l0010218l0080311	Runde 2
Set4_SP	Banger Abend 	l00170019	l0060062	l0080412	left	left	right	left	left	l0060062l00170019l0080412	Runde 2
Set4_SP	Die List der Trinker 	l0020029	l00160240	l0070146	left	same	same	same	same	l00160240l0020029l0070146	Runde 2
Set4_SP	Der Seligen Furcht 	l0010076	l0050031	l0010186	same	same	same	same	same	l0050031l0010076l0010186	Runde 2
Set4_SP	Lady Rosa 	l0030184	l00160212	l00130384	same	same	right	same	same	l00160212l0030184l00130384	Runde 2
Set4_SP	Dein Bild – 	l0030433	l0010238	l0020039	left	same	left	right	same	l0010238l0030433l0020039	Runde 2
Set4_SP	Gleichgültigkeit 	l00130210	l0090086	l00140150	same	same	right	right	right	l0090086l00130210l00140150	Runde 2
Set4_SP	An die Freunde 	l0020147	l00160172	l0030065	right	same	same	left	same	l00160172l0020147l0030065	Runde 2
Set4_SP	Deutsche Art 	l00130383	l00130059	l00200186	left	left	left	same	left	l00130059l00130383l00200186	Runde 2
Set4_SP	Morgenduft 	l0090086	l0080554	l0060046	left	right	right	right	right	l0080554l0090086l0060046	Runde 2
Set4_SP	Weltlauf 	l00160211	l00130451	l00190039	left	same	left	same	same	l00130451l00160211l00190039	Runde 2
Set4_SP	Porträt des Marquis de... 	l0040554	l00130138	l0080055	same	same	same	right	same	l00130138l0040554l0080055	Runde 2
Set4_SP	Deine Hände 	l0040304	l0080227	l00130361	right	right	right	right	right	l0080227l0040304l00130361	Runde 2
Set4_SP	Lied in der Nacht 	l0040053	l0060082	l00130449	same	same	left	left	left	l0060082l0040053l00130449	Runde 2
Set4_SP	Die frühe Stunde 	l0030183	l00140124	l00130451	right	right	same	left	right	l00140124l0030183l00130451	Runde 2
Set4_SP	Der Tod und das Mädchen 	l00100088	l0080026	l0050040	left	right	right	left	same	l0080026l00100088l0050040	Runde 2
Set1_JB	Trost der Nacht 	l00200088	l00170003	l0080361	right	right	right	right	right	l00170003l00200088l0080361	Runde 2
Set1_JB	Spruch 	l0060062	l00160113	l00130070	same	right	same	right	right	l00160113l0060062l00130070	Runde 2
Set1_JB	So regnet es sich langsam ein.. 	l0030115	l00170125	l00100088	same	left	left	same	left	l00170125l0030115l00100088	Runde 2
Set1_JB	Am Morgen 	l0080333	l0010300	l0020167	same	right	right	same	right	l0010300l0080333l0020167	Runde 2
Set1_JB	Abend im Tal 	l0040217	l0030031	l0090083	same	right	right	right	right	l0030031l0040217l0090083	Runde 2
Set1_JB	So lange wir vertrauen 	l00130359	l00130398	l0080305	same	right	right	right	right	l00130398l00130359l0080305	Runde 2
